loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
9700,36 months,13.89,331.01,C,5 years,MORTGAGE,26500,Source Verified,major_purchase,15.25,1,705,69.9,Fully Paid
4900,60 months,7.81,98.91,A,10+ years,MORTGAGE,54000,Not Verified,debt_consolidation,15.15,0,740,41.6,Fully Paid
16400,60 months,12.92,372.48,C,10+ years,MORTGAGE,99200,Source Verified,debt_consolidation,10.89,1,698,38.1,Fully Paid
7000,36 months,23.97,274.52,F,10+ years,RENT,58900,Not Verified,home_improvement,16.88,0,670,56.0,Charged Off
28900,60 months,14.59,681.32,D,6 years,MORTGAGE,44100,Not Verified,debt_consolidation,18.36,0,677,92.9,Fully Paid
19100,36 months,14.92,661.36,C,10+ years,RENT,85500,Not Verified,debt_consolidation,21.59,1,714,61.5,Fully Paid
25700,36 months,9.46,822.77,B,9 years,MORTGAGE,90600,Source Verified,debt_consolidation,14.49,0,723,52.9,Fully Paid
8200,60 months,17.17,204.54,C,10+ years,RENT,91500,Source Verified,debt_consolidation,5.59,0,686,24.0,Fully Paid
3100,36 months,12.86,104.24,C,8 years,MORTGAGE,54700,Source Verified,debt_consolidation,29.42,1,692,54.3,Charged Off
6100,36 months,19.97,226.6,E,10+ years,MORTGAGE,86400,Source Verified,debt_consolidation,9.08,0,662,34.0,Fully Paid
8500,36 months,10.2,275.07,B,5 years,RENT,44600,Source Verified,other,25.13,0,700,75.7,Charged Off
8700,36 months,10.83,284.13,B,1 year,MORTGAGE,175800,Verified,credit_card,10.67,1,704,38.0,Fully Paid
6400,36 months,13.0,215.64,C,10+ years,MORTGAGE,81100,Not Verified,debt_consolidation,12.7,0,695,,Fully Paid
8400,60 months,10.48,180.47,B,2 years,RENT,34200,Verified,debt_consolidation,17.49,2,733,43.7,Fully Paid
17800,36 months,9.78,572.52,B,10+ years,RENT,47600,Not Verified,credit_card,8.16,0,722,45.3,Fully Paid
11500,36 months,6.42,352.04,A,10+ years,MORTGAGE,74800,Verified,credit_card,11.46,0,737,41.5,Fully Paid
12400,36 months,17.04,442.34,E,10+ years,RENT,381000,Not Verified,home_improvement,8.69,0,675,48.1,Fully Paid
15800,36 months,21.13,596.32,E,8 years,MORTGAGE,169000,Not Verified,debt_consolidation,15.17,0,674,98.4,Fully Paid
9600,36 months,10.27,310.98,B,10+ years,RENT,40700,Not Verified,debt_consolidation,20.51,0,695,43.7,Fully Paid
12100,60 months,15.15,288.81,D,10+ years,MORTGAGE,26300,Verified,debt_consolidation,17.02,1,675,57.1,Charged Off
7700,36 months,19.22,283.11,E,5 years,MORTGAGE,151500,Verified,credit_card,47.91,2,676,38.1,Fully Paid
12700,36 months,8.91,403.32,B,10+ years,MORTGAGE,50100,Source Verified,car,21.22,2,701,45.8,Charged Off
10900,60 months,25.21,321.27,G,10+ years,RENT,49400,Not Verified,debt_consolidation,9.92,0,635,,Fully Paid
17300,36 months,24.37,682.09,F,9 years,RENT,42900,Verified,debt_consolidation,7.34,1,662,76.5,Fully Paid
11300,60 months,10.02,240.2,B,2 years,MORTGAGE,58500,Not Verified,credit_card,10.99,0,691,43.1,Fully Paid
5000,60 months,10.43,107.3,B,6 years,RENT,132500,Not Verified,debt_consolidation,5.37,2,688,36.7,Fully Paid
2100,60 months,5.37,39.99,A,3 years,MORTGAGE,106600,Verified,medical,33.17,0,753,68.7,Fully Paid
10700,36 months,12.35,357.18,C,10+ years,RENT,78700,Source Verified,credit_card,23.2,0,721,75.2,Fully Paid
14400,36 months,6.74,442.92,A,8 years,MORTGAGE,131800,Not Verified,credit_card,39.0,0,760,71.9,Fully Paid
18500,36 months,13.86,631.03,C,8 years,MORTGAGE,101600,Source Verified,debt_consolidation,27.69,0,710,58.0,Fully Paid
8200,60 months,14.16,191.48,C,3 years,RENT,67400,Source Verified,debt_consolidation,35.87,0,696,69.4,Fully Paid
15200,36 months,10.23,492.1,B,4 years,MORTGAGE,94100,Verified,debt_consolidation,29.68,1,711,59.0,Charged Off
8600,36 months,9.03,273.6,B,5 years,MORTGAGE,32600,Source Verified,credit_card,22.65,0,697,35.7,Fully Paid
27800,36 months,11.53,917.13,C,10+ years,MORTGAGE,116100,Not Verified,credit_card,8.46,0,700,11.9,Fully Paid
40000,36 months,19.02,1466.65,E,6 years,OWN,34000,Not Verified,debt_consolidation,29.7,2,695,42.4,Charged Off
25400,60 months,12.9,576.63,C,4 years,RENT,93100,Source Verified,debt_consolidation,18.75,0,709,20.7,Fully Paid
40000,36 months,10.8,1305.76,B,10+ years,MORTGAGE,43400,Not Verified,credit_card,13.06,0,700,53.8,Fully Paid
6000,36 months,18.15,217.37,D,4 years,MORTGAGE,45500,Source Verified,credit_card,19.61,1,695,54.0,Fully Paid
17900,60 months,7.36,357.49,A,10+ years,OWN,97400,Verified,small_business,21.34,0,734,35.1,Fully Paid
19400,36 months,11.2,636.97,B,10+ years,MORTGAGE,61800,Not Verified,credit_card,35.49,0,721,76.6,Fully Paid
6100,60 months,10.49,131.08,B,6 years,MORTGAGE,86900,Not Verified,debt_consolidation,15.8,0,719,61.3,Fully Paid
18300,36 months,14.09,626.25,C,< 1 year,OWN,79700,Source Verified,debt_consolidation,19.65,0,702,25.0,Charged Off
11200,36 months,13.17,378.29,C,6 years,RENT,112400,Not Verified,debt_consolidation,17.18,1,700,94.2,Fully Paid
18500,60 months,14.9,439.14,C,1 year,RENT,84800,Not Verified,credit_card,27.32,0,686,61.1,Fully Paid
7900,36 months,6.97,243.82,A,1 year,MORTGAGE,38900,Not Verified,debt_consolidation,10.69,0,735,30.1,Fully Paid
6000,36 months,14.33,206.03,C,10+ years,RENT,96100,Source Verified,debt_consolidation,10.33,0,709,61.3,Fully Paid
11300,36 months,13.24,382.05,C,4 years,MORTGAGE,66000,Verified,home_improvement,17.99,1,687,12.4,Fully Paid
9100,60 months,6.4,177.63,A,9 years,MORTGAGE,48900,Verified,other,12.44,0,756,84.3,Fully Paid
8800,36 months,11.47,290.06,B,10+ years,MORTGAGE,41600,Verified,debt_consolidation,19.79,0,723,28.8,Fully Paid
3700,36 months,6.29,113.05,A,5 years,MORTGAGE,58700,Verified,credit_card,5.26,0,760,19.8,Charged Off
18700,36 months,7.58,582.37,A,8 years,MORTGAGE,75300,Source Verified,debt_consolidation,17.56,0,744,39.4,Fully Paid
8300,36 months,10.56,270.01,B,4 years,RENT,66700,Source Verified,major_purchase,7.02,0,709,54.6,Fully Paid
4400,60 months,11.76,97.34,C,10+ years,RENT,97700,Not Verified,other,17.78,0,699,45.3,Fully Paid
12200,60 months,12.95,277.28,B,10+ years,OWN,76200,Source Verified,debt_consolidation,32.28,0,705,67.2,Fully Paid
11300,60 months,6.32,220.15,A,< 1 year,RENT,247200,Not Verified,debt_consolidation,17.67,1,744,30.4,Fully Paid
9000,36 months,13.14,303.85,C,1 year,MORTGAGE,155600,Not Verified,car,22.15,1,698,31.9,Charged Off
19200,60 months,13.6,442.78,C,4 years,OTHER,189900,Verified,debt_consolidation,7.82,0,702,57.4,Fully Paid
20900,36 months,14.48,719.19,C,1 year,OWN,45500,Not Verified,debt_consolidation,34.13,0,684,50.0,Fully Paid
19500,60 months,14.69,460.74,C,5 years,RENT,49800,Not Verified,debt_consolidation,14.15,0,706,83.6,Charged Off
7000,36 months,20.71,262.68,E,10+ years,RENT,96300,Verified,major_purchase,19.27,1,671,45.2,Fully Paid
7200,36 months,16.76,255.84,E,10+ years,MORTGAGE,54300,Not Verified,debt_consolidation,17.34,0,676,49.7,Fully Paid
10600,60 months,9.88,224.59,B,10+ years,MORTGAGE,38800,Verified,debt_consolidation,14.16,0,695,35.8,Fully Paid
10600,36 months,16.1,373.19,D,10+ years,MORTGAGE,149200,Verified,other,14.19,2,696,60.3,Fully Paid
10100,36 months,11.42,332.67,B,10+ years,RENT,67400,Not Verified,home_improvement,17.91,0,717,76.3,Fully Paid
8500,60 months,10.81,184.01,B,10+ years,RENT,33500,Not Verified,debt_consolidation,6.34,1,717,66.0,Fully Paid
9700,36 months,23.7,379.03,F,6 years,MORTGAGE,32200,Verified,debt_consolidation,10.98,0,674,78.3,Charged Off
3900,60 months,17.1,97.13,D,5 years,MORTGAGE,101900,Not Verified,debt_consolidation,13.03,0,680,39.0,Fully Paid
7500,36 months,13.62,254.95,C,10+ years,MORTGAGE,33500,Verified,debt_consolidation,26.02,1,707,58.7,Charged Off
21800,60 months,7.05,432.18,A,,MORTGAGE,56700,Not Verified,other,17.08,0,740,67.0,Fully Paid
14100,36 months,17.25,504.46,E,5 years,RENT,140300,Not Verified,debt_consolidation,19.58,0,663,43.1,Fully Paid
8900,60 months,9.44,186.66,B,10+ years,MORTGAGE,60200,Not Verified,major_purchase,26.95,0,729,34.2,Fully Paid
19100,36 months,8.45,602.5,B,5 years,RENT,127000,Source Verified,debt_consolidation,10.9,0,727,54.0,Fully Paid
19000,36 months,8.8,602.43,B,10+ years,OWN,230600,Not Verified,debt_consolidation,7.51,1,720,,Fully Paid
1900,36 months,14.82,65.7,C,4 years,RENT,54600,Source Verified,debt_consolidation,14.72,0,685,70.3,Fully Paid
13900,36 months,11.2,456.39,B,7 years,RENT,127300,Verified,debt_consolidation,16.13,0,716,38.6,Fully Paid
6100,36 months,13.61,207.33,C,5 years,RENT,40500,Not Verified,debt_consolidation,20.71,0,689,34.2,Charged Off
35600,36 months,6.26,1087.22,A,,RENT,131400,Verified,credit_card,24.32,0,736,25.3,Fully Paid
23000,36 months,14.43,790.9,C,5 years,RENT,85400,Verified,credit_card,14.93,2,690,57.3,Fully Paid
10800,36 months,7.39,335.4,A,4 years,RENT,39200,Verified,debt_consolidation,18.78,0,743,51.1,Fully Paid
20200,36 months,18.73,737.7,D,3 years,MORTGAGE,204900,Verified,credit_card,9.18,0,695,62.6,Fully Paid
14700,36 months,13.88,501.55,C,8 years,MORTGAGE,173400,Verified,credit_card,30.66,0,677,30.0,Fully Paid
17500,36 months,10.45,568.38,B,,OWN,87800,Verified,debt_consolidation,19.75,0,726,50.7,Fully Paid
23400,36 months,10.05,755.6,B,10+ years,RENT,43800,Not Verified,home_improvement,10.95,0,718,28.4,Fully Paid
5500,60 months,20.42,147.0,E,10+ years,MORTGAGE,12000,Source Verified,debt_consolidation,17.63,0,658,47.5,Fully Paid
6200,60 months,12.67,140.02,B,< 1 year,OWN,47400,Source Verified,debt_consolidation,29.49,1,725,61.0,Fully Paid
13800,36 months,12.59,462.26,B,4 years,RENT,26500,Not Verified,debt_consolidation,26.16,0,728,36.1,Fully Paid
25500,36 months,10.53,829.17,B,3 years,MORTGAGE,88200,Verified,debt_consolidation,4.31,0,679,22.7,Fully Paid
14000,60 months,12.95,318.18,B,3 years,MORTGAGE,150300,Not Verified,debt_consolidation,14.83,1,704,85.6,Charged Off
11200,60 months,13.15,255.7,C,8 years,MORTGAGE,283100,Not Verified,credit_card,12.75,0,685,81.1,Fully Paid
20900,60 months,11.51,459.75,B,1 year,OWN,52700,Source Verified,debt_consolidation,22.67,0,715,13.0,Fully Paid
6000,36 months,13.47,203.52,C,10+ years,MORTGAGE,109200,Source Verified,debt_consolidation,21.99,1,690,55.4,Fully Paid
9400,36 months,15.63,328.76,C,1 year,RENT,48100,Verified,credit_card,5.83,0,699,52.3,Fully Paid
38800,60 months,14.02,903.21,C,4 years,MORTGAGE,71300,Not Verified,credit_card,29.26,0,690,62.8,Fully Paid
3600,36 months,7.7,112.31,A,10+ years,MORTGAGE,38100,Verified,debt_consolidation,27.04,0,723,40.4,Fully Paid
9700,36 months,16.78,344.77,E,1 year,RENT,45900,Not Verified,debt_consolidation,12.44,1,657,56.1,Fully Paid
19400,36 months,7.27,601.41,A,2 years,MORTGAGE,58700,Verified,debt_consolidation,11.56,0,755,35.6,Fully Paid
5900,36 months,6.52,180.88,A,10+ years,MORTGAGE,172500,Verified,home_improvement,17.57,0,726,33.6,Fully Paid
38400,36 months,12.77,1289.6,C,2 years,RENT,91600,Not Verified,debt_consolidation,28.34,0,703,93.3,Charged Off
12100,36 months,8.06,379.51,A,,RENT,60200,Not Verified,debt_consolidation,10.05,0,746,40.3,Fully Paid
5900,60 months,13.95,137.13,C,1 year,MORTGAGE,20800,Source Verified,debt_consolidation,8.91,3,675,49.6,Fully Paid
11000,36 months,12.16,366.2,C,10+ years,MORTGAGE,81400,Not Verified,debt_consolidation,16.85,0,716,30.6,Fully Paid
7500,36 months,20.02,278.8,E,5 years,OWN,79200,Not Verified,credit_card,10.99,0,688,48.4,Fully Paid
9600,36 months,19.21,352.92,E,< 1 year,RENT,71000,Verified,debt_consolidation,25.25,0,672,33.2,Fully Paid
9700,36 months,6.81,298.67,A,10+ years,OWN,103000,Not Verified,credit_card,18.98,2,751,36.8,Charged Off
11700,36 months,12.09,389.11,B,10+ years,OWN,76900,Verified,debt_consolidation,13.85,0,695,35.7,Fully Paid
19700,36 months,15.03,683.2,D,2 years,RENT,45500,Not Verified,debt_consolidation,18.12,0,693,80.6,Fully Paid
9300,60 months,11.81,205.98,C,< 1 year,MORTGAGE,40900,Source Verified,home_improvement,22.23,0,710,49.7,Charged Off
11400,60 months,9.28,238.2,B,10+ years,RENT,66600,Verified,debt_consolidation,28.78,0,693,62.6,Fully Paid
20400,60 months,9.88,432.24,B,3 years,RENT,64800,Not Verified,debt_consolidation,22.06,0,715,50.2,Fully Paid
23000,36 months,6.55,705.45,A,2 years,RENT,39100,Not Verified,debt_consolidation,22.96,0,735,78.9,Fully Paid
13200,36 months,10.55,429.34,B,3 years,RENT,73200,Verified,debt_consolidation,28.35,1,729,73.5,Fully Paid
13800,60 months,10.33,295.45,B,10+ years,RENT,110400,Source Verified,debt_consolidation,38.42,0,704,21.1,Charged Off
14700,36 months,21.84,560.18,E,2 years,MORTGAGE,21500,Source Verified,car,17.01,0,685,48.0,Charged Off
9200,60 months,12.39,206.47,C,3 years,MORTGAGE,325800,Not Verified,credit_card,42.61,1,711,66.7,Charged Off
7000,36 months,10.11,226.23,B,10+ years,MORTGAGE,74200,Verified,home_improvement,8.83,0,702,93.8,Fully Paid
22600,36 months,9.18,720.57,B,10+ years,MORTGAGE,77500,Source Verified,car,14.82,1,703,41.6,Fully Paid
7000,36 months,9.39,223.87,B,10+ years,RENT,62900,Not Verified,credit_card,18.14,0,707,38.8,Fully Paid
14600,60 months,15.13,348.33,C,6 years,RENT,95900,Source Verified,major_purchase,14.16,0,696,57.4,Fully Paid
17300,36 months,8.27,544.28,B,1 year,RENT,80700,Not Verified,debt_consolidation,10.07,0,708,55.6,Charged Off
17300,36 months,6.02,526.46,A,10+ years,RENT,60100,Not Verified,debt_consolidation,19.66,0,745,30.1,Fully Paid
17500,60 months,10.69,377.79,B,< 1 year,RENT,287400,Verified,debt_consolidation,13.11,2,726,33.4,Charged Off
4100,36 months,15.61,143.36,D,9 years,MORTGAGE,43300,Verified,credit_card,12.64,0,702,79.8,Fully Paid
22300,36 months,15.52,778.73,D,10+ years,MORTGAGE,53500,Source Verified,debt_consolidation,9.07,0,689,24.1,Fully Paid
14500,36 months,15.97,509.56,D,< 1 year,MORTGAGE,81200,Not Verified,debt_consolidation,7.88,0,680,50.2,Fully Paid
12200,36 months,9.95,393.37,B,2 years,MORTGAGE,41000,Not Verified,credit_card,11.03,0,702,57.4,Fully Paid
8200,60 months,16.01,199.45,C,10+ years,MORTGAGE,86400,Verified,debt_consolidation,14.13,1,717,84.4,Fully Paid
12400,36 months,15.4,432.28,D,10+ years,RENT,48500,Source Verified,debt_consolidation,28.87,0,696,41.8,Fully Paid
12800,36 months,16.31,451.97,C,8 years,MORTGAGE,150600,Verified,home_improvement,7.74,0,715,49.3,Fully Paid
11100,36 months,9.9,357.64,B,7 years,RENT,45800,Verified,small_business,16.99,0,705,66.2,Charged Off
12600,36 months,10.09,407.1,B,10+ years,MORTGAGE,44400,Verified,debt_consolidation,24.27,0,701,55.9,Fully Paid
10700,60 months,10.83,231.74,B,10+ years,MORTGAGE,122700,Verified,credit_card,22.05,0,698,20.9,Fully Paid
16100,60 months,9.08,334.83,A,10+ years,OWN,20900,Source Verified,debt_consolidation,21.64,0,740,65.6,Fully Paid
13400,36 months,12.42,447.76,C,9 years,RENT,39000,Verified,credit_card,15.39,1,697,36.3,Charged Off
16400,60 months,10.12,349.42,B,10+ years,RENT,95100,Verified,debt_consolidation,35.48,1,710,55.6,Charged Off
14100,36 months,15.06,489.2,C,1 year,MORTGAGE,91200,Source Verified,debt_consolidation,12.59,1,695,76.5,Fully Paid
12400,36 months,10.18,401.16,B,6 years,OWN,155000,Source Verified,major_purchase,22.1,2,735,11.1,Fully Paid
18800,36 months,8.56,593.99,A,,OTHER,71100,Not Verified,debt_consolidation,29.62,1,750,,Fully Paid
11900,36 months,15.25,413.98,D,,MORTGAGE,97900,Not Verified,home_improvement,9.0,0,692,62.0,Fully Paid
12800,36 months,15.93,449.57,D,2 years,MORTGAGE,53200,Verified,debt_consolidation,19.8,0,691,68.2,Fully Paid
5300,60 months,17.17,132.2,D,4 years,MORTGAGE,46400,Verified,debt_consolidation,14.34,0,677,36.3,Charged Off
12000,36 months,22.64,462.27,E,6 years,MORTGAGE,59700,Verified,debt_consolidation,9.58,0,661,53.6,Charged Off
5400,36 months,5.72,163.59,A,9 years,MORTGAGE,125400,Source Verified,debt_consolidation,13.17,1,751,36.2,Fully Paid
6200,36 months,7.42,192.63,A,10+ years,MORTGAGE,37300,Not Verified,small_business,2.48,0,776,61.5,Fully Paid
6300,36 months,14.72,217.53,C,10+ years,OWN,75500,Verified,debt_consolidation,8.08,0,703,67.0,Fully Paid
16900,36 months,6.08,514.74,A,6 years,RENT,43000,Source Verified,debt_consolidation,24.41,0,759,49.5,Fully Paid
7600,60 months,13.84,176.21,C,10+ years,MORTGAGE,45000,Verified,debt_consolidation,19.57,0,717,94.5,Charged Off
7800,36 months,10.19,252.38,B,10+ years,MORTGAGE,71900,Not Verified,debt_consolidation,23.03,0,711,49.9,Fully Paid
18000,60 months,12.13,401.58,C,4 years,MORTGAGE,51600,Not Verified,credit_card,9.49,0,685,59.5,Fully Paid
5200,36 months,16.44,183.95,E,5 years,MORTGAGE,74500,Not Verified,credit_card,18.14,0,687,65.7,Charged Off
8500,36 months,8.05,266.56,B,9 years,MORTGAGE,109200,Verified,debt_consolidation,21.74,1,707,59.8,Charged Off
13800,60 months,6.52,270.14,A,< 1 year,OWN,62700,Not Verified,debt_consolidation,12.33,2,762,53.6,Fully Paid
14500,36 months,14.55,499.46,D,8 years,MORTGAGE,109400,Source Verified,credit_card,30.21,0,697,54.3,Charged Off
11300,36 months,10.83,369.04,B,< 1 year,MORTGAGE,191000,Verified,debt_consolidation,10.81,1,715,88.4,Fully Paid
6200,60 months,9.48,130.15,B,10+ years,RENT,163400,Source Verified,small_business,14.45,0,703,67.1,Fully Paid
5200,36 months,9.96,167.69,B,3 years,RENT,71100,Not Verified,credit_card,8.17,0,698,54.9,Fully Paid
5600,36 months,25.82,225.09,F,9 years,MORTGAGE,84300,Verified,debt_consolidation,8.39,0,643,36.5,Fully Paid
20200,36 months,8.88,641.23,B,10+ years,RENT,60300,Source Verified,debt_consolidation,38.19,0,721,41.9,Charged Off
10900,36 months,6.56,334.37,A,10+ years,RENT,57000,Not Verified,major_purchase,19.16,1,728,57.5,Fully Paid
17100,36 months,26.3,691.71,E,10+ years,RENT,59200,Verified,debt_consolidation,17.69,0,697,58.6,Charged Off
8800,36 months,13.94,300.51,C,10+ years,MORTGAGE,69300,Verified,debt_consolidation,11.25,0,709,56.3,Charged Off
19400,60 months,17.35,485.8,D,,RENT,48600,Source Verified,debt_consolidation,27.62,0,695,51.4,Fully Paid
13900,36 months,6.03,423.05,A,3 years,MORTGAGE,137700,Not Verified,debt_consolidation,24.11,0,748,49.5,Fully Paid
8500,36 months,13.91,290.14,C,3 years,RENT,31700,Not Verified,debt_consolidation,16.96,0,696,40.9,Fully Paid
22400,36 months,14.53,771.36,C,1 year,RENT,113000,Verified,debt_consolidation,6.81,0,697,52.7,Fully Paid
31900,60 months,16.48,783.91,D,9 years,RENT,87500,Verified,debt_consolidation,15.08,0,679,44.5,Charged Off
7200,60 months,10.44,154.54,B,< 1 year,RENT,57800,Source Verified,debt_consolidation,6.01,0,715,,Fully Paid
18600,36 months,14.9,643.86,C,,RENT,42100,Not Verified,debt_consolidation,19.14,0,698,42.0,Fully Paid
21200,36 months,19.33,780.65,D,10+ years,MORTGAGE,77700,Not Verified,credit_card,16.81,0,682,36.8,Fully Paid
12900,36 months,11.85,427.54,B,8 years,RENT,130500,Source Verified,debt_consolidation,18.66,0,695,14.9,Fully Paid
25400,36 months,13.25,858.89,C,10+ years,RENT,64200,Source Verified,debt_consolidation,4.84,0,713,28.8,Fully Paid
11000,36 months,8.73,348.42,A,2 years,RENT,66100,Verified,credit_card,7.82,0,764,86.1,Fully Paid
18700,36 months,22.47,718.72,F,8 years,RENT,34500,Not Verified,debt_consolidation,27.61,1,687,71.6,Fully Paid
35000,36 months,6.95,1079.9,A,4 years,MORTGAGE,37100,Not Verified,small_business,16.04,1,777,21.3,Fully Paid
7800,36 months,6.52,239.13,A,9 years,RENT,103600,Verified,debt_consolidation,18.7,0,748,27.1,Fully Paid
10500,36 months,14.64,362.14,C,10+ years,RENT,35900,Verified,debt_consolidation,7.5,0,704,62.3,Fully Paid
5700,36 months,6.86,175.63,A,2 years,OWN,30800,Source Verified,debt_consolidation,17.74,0,743,33.1,Fully Paid
12100,60 months,12.81,274.14,C,10+ years,MORTGAGE,44600,Source Verified,home_improvement,14.55,0,727,81.3,Fully Paid
6000,36 months,16.77,213.23,C,< 1 year,RENT,49200,Source Verified,debt_consolidation,10.35,0,695,80.2,Fully Paid
33300,36 months,13.37,1127.95,C,2 years,MORTGAGE,92400,Source Verified,debt_consolidation,29.19,0,697,86.8,Fully Paid
16300,36 months,10.4,529.02,B,10+ years,RENT,85500,Source Verified,credit_card,22.87,0,723,48.4,Fully Paid
19100,36 months,12.9,642.63,C,< 1 year,MORTGAGE,96100,Source Verified,debt_consolidation,29.5,0,717,83.6,Fully Paid
25900,36 months,16.74,920.06,D,3 years,MORTGAGE,47800,Not Verified,credit_card,21.47,0,656,55.3,Charged Off
17700,36 months,10.28,573.46,B,10+ years,RENT,67300,Not Verified,debt_consolidation,29.5,0,727,34.1,Fully Paid
14100,36 months,14.59,485.95,C,10+ years,MORTGAGE,51400,Verified,debt_consolidation,23.86,1,692,27.3,Charged Off
35700,36 months,17.12,1274.94,E,8 years,OWN,183400,Source Verified,credit_card,16.85,1,659,28.9,Fully Paid
6700,36 months,8.25,210.73,A,6 years,MORTGAGE,176200,Source Verified,credit_card,10.4,1,754,63.8,Fully Paid
18100,60 months,10.88,392.46,C,10+ years,MORTGAGE,92200,Verified,debt_consolidation,19.45,1,676,50.7,Fully Paid
5500,36 months,11.79,182.13,B,10+ years,RENT,56300,Verified,credit_card,20.34,1,714,54.7,Fully Paid
10800,36 months,19.81,400.32,E,2 years,RENT,30200,Source Verified,credit_card,12.55,0,681,15.7,Charged Off
5100,36 months,8.33,160.59,A,10+ years,OWN,144500,Verified,debt_consolidation,23.43,0,753,55.1,Fully Paid
8900,36 months,21.06,335.58,E,5 years,RENT,38100,Source Verified,credit_card,14.42,1,665,58.8,Fully Paid
21800,60 months,14.67,514.85,C,10+ years,OWN,39300,Not Verified,small_business,13.83,0,683,87.0,Charged Off
23400,36 months,15.03,811.51,D,2 years,MORTGAGE,41700,Verified,debt_consolidation,16.3,0,643,18.4,Fully Paid
13000,36 months,20.2,484.45,E,6 years,RENT,45200,Source Verified,credit_card,27.53,0,658,30.6,Fully Paid
18000,60 months,17.55,452.69,D,10+ years,MORTGAGE,83600,Not Verified,credit_card,18.48,0,673,66.8,Fully Paid
12500,60 months,20.88,337.32,E,1 year,RENT,173900,Source Verified,credit_card,14.95,1,661,88.7,Charged Off
10600,36 months,10.47,344.38,B,10+ years,MORTGAGE,48500,Verified,credit_card,17.67,0,729,56.9,Fully Paid
33100,36 months,18.12,1198.64,D,6 years,OWN,143100,Verified,credit_card,16.26,0,664,70.7,Fully Paid
12600,36 months,14.39,433.03,C,10+ years,RENT,136800,Not Verified,debt_consolidation,10.53,1,714,39.9,Charged Off
18500,60 months,12.43,415.55,C,10+ years,MORTGAGE,43000,Not Verified,credit_card,27.51,0,697,72.8,Fully Paid
7400,60 months,8.73,152.64,A,10+ years,MORTGAGE,98400,Not Verified,debt_consolidation,10.66,1,737,53.0,Fully Paid
27000,36 months,10.37,875.91,B,2 years,MORTGAGE,137000,Verified,credit_card,22.79,0,722,79.2,Fully Paid
6300,36 months,5.87,191.29,A,1 year,RENT,127100,Not Verified,credit_card,30.88,0,748,34.6,Fully Paid
19100,36 months,10.52,620.98,B,< 1 year,OWN,22800,Source Verified,debt_consolidation,33.81,0,718,58.2,Charged Off
12400,36 months,11.55,409.2,C,3 years,RENT,74400,Verified,home_improvement,18.28,1,695,70.3,Charged Off
6000,60 months,10.23,128.16,B,10+ years,RENT,56200,Verified,debt_consolidation,21.84,0,728,38.8,Fully Paid
12200,36 months,10.18,394.69,B,10+ years,RENT,58100,Verified,debt_consolidation,11.73,0,697,80.3,Fully Paid
9700,36 months,13.62,329.74,C,10+ years,RENT,31200,Not Verified,major_purchase,28.43,1,698,68.8,Charged Off
6800,60 months,9.72,143.54,B,3 years,RENT,43700,Source Verified,debt_consolidation,10.26,1,701,24.9,Fully Paid
7700,60 months,7.52,154.37,A,3 years,MORTGAGE,93300,Not Verified,debt_consolidation,32.8,0,745,68.7,Fully Paid
17700,36 months,6.47,542.25,A,1 year,MORTGAGE,93500,Verified,major_purchase,41.76,0,749,30.2,Fully Paid
10500,36 months,13.89,358.3,C,10+ years,MORTGAGE,71800,Verified,other,24.17,1,685,55.9,Fully Paid
26200,36 months,15.93,920.21,D,5 years,MORTGAGE,54400,Verified,credit_card,20.74,0,699,85.7,Fully Paid
12700,36 months,14.22,435.41,C,< 1 year,MORTGAGE,33500,Verified,debt_consolidation,24.05,0,667,18.4,Fully Paid
10000,36 months,18.06,361.83,D,2 years,RENT,87000,Not Verified,credit_card,9.84,1,691,36.6,Fully Paid
14400,36 months,10.27,466.48,B,9 years,RENT,127600,Source Verified,credit_card,10.15,0,706,54.6,Fully Paid
7800,60 months,26.24,234.65,G,10+ years,RENT,34700,Source Verified,debt_consolidation,13.16,0,672,36.3,Charged Off
8600,60 months,12.65,194.14,C,10+ years,MORTGAGE,23500,Not Verified,debt_consolidation,25.64,1,722,64.6,Charged Off
14900,36 months,9.6,477.99,B,3 years,RENT,134400,Source Verified,credit_card,16.56,0,702,47.0,Fully Paid
7300,36 months,14.91,252.74,C,10+ years,RENT,73200,Not Verified,debt_consolidation,18.58,0,681,30.8,Fully Paid
8400,60 months,13.57,193.59,C,9 years,MORTGAGE,82700,Not Verified,debt_consolidation,20.23,0,712,40.6,Fully Paid
15600,36 months,10.98,510.58,B,10+ years,RENT,74500,Source Verified,car,17.95,0,723,76.5,Fully Paid
40000,36 months,8.87,1269.57,B,10+ years,OWN,218000,Not Verified,debt_consolidation,6.46,2,718,81.0,Fully Paid
10400,36 months,12.24,346.62,B,3 years,MORTGAGE,37700,Not Verified,credit_card,8.79,0,745,41.0,Fully Paid
6900,36 months,12.45,230.66,C,10+ years,RENT,206000,Source Verified,debt_consolidation,8.17,0,705,74.9,Fully Paid
14800,36 months,23.21,574.53,E,7 years,MORTGAGE,33000,Source Verified,debt_consolidation,15.72,2,668,40.9,Charged Off
24500,60 months,6.42,478.45,A,1 year,OTHER,79800,Source Verified,debt_consolidation,13.17,2,752,69.0,Charged Off
12500,60 months,11.87,277.24,B,9 years,MORTGAGE,112000,Source Verified,car,17.51,1,699,70.6,Fully Paid
